#x_m,y_m,w_tr_right_m,w_tr_left_m
-11.999999999999998,8.500000000000004,0.7000000000000001,0.2220153254455276
-12.049999999999999,8.450000000000003,0.75,0.19244289008980525
-12.149999999999999,8.450000000000003,0.75,0.2408326913195985
-12.2,8.400000000000002,0.8,0.23150729063673256
-12.249999999999998,8.400000000000002,0.8,0.26568542494923814
-12.299999999999999,8.350000000000001,0.8,0.27008771254956904
-12.299999999999999,8.3,0.8,0.2408326913195985
-12.35,8.250000000000004,0.75,0.2590169943749475
-12.35,7.950000000000003,0.75,0.20000000000000007
-12.399999999999999,7.900000000000002,0.7000000000000001,0.25000000000000006
-12.399999999999999,0.7500000000000036,0.7000000000000001,0.25000000000000006
-12.35,0.7000000000000028,0.75,0.20000000000000007
-12.35,0.40000000000000213,0.75,0.2590169943749475
-12.299999999999999,0.3500000000000014,0.8,0.2408326913195985
-12.299999999999999,0.3000000000000007,0.8,0.27008771254956904
-12.249999999999998,0.25000000000000355,0.8,0.26568542494923814
-12.2,0.25000000000000355,0.8,0.23150729063673256
-12.149999999999999,0.20000000000000284,0.75,0.2408326913195985
-12.049999999999999,0.20000000000000284,0.75,0.19244289008980525
-11.999999999999998,0.15000000000000213,0.7000000000000001,0.2220153254455276
-6.749999999999998,0.15000000000000213,0.7965856099730655,0.2830951894845301
-6.699999999999999,0.20000000000000284,0.8500000000000001,0.25000000000000006
-6.449999999999999,0.20000000000000284,0.810180165558726,0.2408326913195985
-6.399999999999999,0.15000000000000213,0.7547511554864494,0.2590169943749475
-4.799999999999997,0.15000000000000213,0.75,0.25000000000000006
-4.75,0.20000000000000284,0.8,0.20000000000000007
-3.8999999999999986,0.20000000000000284,0.801135777277262,0.20000000000000007
-3.849999999999998,0.15000000000000213,0.7547511554864494,0.25000000000000006
-3.3999999999999986,0.15000000000000213,0.7440306508910551,0.25000000000000006
-3.349999999999998,0.20000000000000284,0.7793516572461452,0.20000000000000007
-0.49999999999999645,0.20000000000000284,0.7793516572461452,0.20000000000000007
-0.4499999999999993,0.15000000000000213,0.7440306508910551,0.25000000000000006
-0.14999999999999858,0.15000000000000213,0.7440306508910551,0.25000000000000006
-0.09999999999999787,0.20000000000000284,0.7793516572461452,0.20000000000000007
2.700000000000003,0.20000000000000284,0.7793516572461452,0.20000000000000007
2.7500000000000036,0.15000000000000213,0.7440306508910551,0.25000000000000006
3.0500000000000007,0.15000000000000213,0.7440306508910551,0.25000000000000006
3.1000000000000014,0.20000000000000284,0.7793516572461452,0.20000000000000007
9.900000000000002,0.20000000000000284,0.75,0.23851648071345044
9.950000000000003,0.25000000000000355,0.8,0.2147815070493501
10.05,0.25000000000000355,0.8,0.27008771254956904
10.150000000000002,0.3500000000000014,0.8,0.27008771254956904
10.150000000000002,0.45000000000000284,0.8,0.2147815070493501
10.200000000000003,0.5000000000000036,0.75,0.23851648071345044
10.200000000000003,8.100000000000001,0.75,0.23851648071345044
10.150000000000002,8.150000000000002,0.8,0.2147815070493501
10.150000000000002,8.250000000000004,0.8,0.27008771254956904
10.100000000000001,8.3,0.8,0.26568542494923814
10.05,8.3,0.8,0.23150729063673256
10.000000000000004,8.350000000000001,0.75,0.2408326913195985
9.900000000000002,8.350000000000001,0.75,0.19244289008980525
9.850000000000001,8.400000000000002,0.7000000000000001,0.2220153254455276
5.900000000000002,8.400000000000002,0.75,0.19244289008980525
5.850000000000001,8.450000000000003,0.7000000000000001,0.2220153254455276
4.550000000000001,8.450000000000003,0.7770329614269008,0.20000000000000007
4.5000000000000036,8.500000000000004,0.75,0.25000000000000006
4.450000000000003,8.450000000000003,0.7770329614269008,0.20000000000000007
3.200000000000003,8.450000000000003,0.7770329614269008,0.20000000000000007
3.150000000000002,8.500000000000004,0.75,0.25000000000000006
3.1000000000000014,8.450000000000003,0.7770329614269008,0.20000000000000007
1.8500000000000014,8.450000000000003,0.7000000000000001,0.2220153254455276
1.8000000000000007,8.400000000000002,0.75,0.19244289008980525
1.0500000000000007,8.400000000000002,0.75,0.19244289008980525
1.0000000000000036,8.450000000000003,0.7000000000000001,0.2220153254455276
0.5000000000000036,8.450000000000003,0.75,0.20000000000000007
0.45000000000000284,8.500000000000004,0.7000000000000001,0.25000000000000006
-5.999999999999998,8.500000000000004,0.7000000000000001,0.25000000000000006
-6.049999999999999,8.450000000000003,0.75,0.20000000000000007
-6.749999999999998,8.450000000000003,0.7793516572461452,0.2147815070493501
-6.799999999999999,8.500000000000004,0.719803902718557,0.23851648071345044
